P,hairdryer,kettle,vacuum,lamp,fan
180.6336,1,0,1,0,0
164.04479999999998,1,0,1,0,0
158.14656,1,0,1,0,0
156.67199999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.56608,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
155.19744,1,0,1,0,0
154.09152,1,0,0,0,0
154.09152,1,0,0,0,0
153.72287999999998,1,0,0,0,0
153.72287999999998,1,0,0,0,0
153.72287999999998,1,0,0,0,0
154.09152,1,0,0,0,0
154.09152,1,0,0,0,0
155.56608,1,0,0,0,0
155.19744,1,0,0,0,0
155.56608,1,0,0,0,0
155.19744,1,0,0,0,0
155.93471999999997,1,0,0,0,0
155.56608,1,0,0,0,0
155.56608,1,0,0,0,0
155.19744,1,0,0,0,0
155.19744,1,0,0,0,0
155.19744,1,0,0,0,0
155.56608,1,0,0,0,0
155.56608,1,0,0,0,0
155.56608,1,0,0,0,0
155.19744,1,0,0,0,0
155.56608,1,0,0,0,0
151.87968,1,0,0,0,0
109.48608,1,0,0,0,0
62.30015999999999,1,0,0,0,0
33.914880000000004,1,0,0,0,0
19.169279999999997,1,0,0,0,0
11.42784,1,0,0,0,0
6.63552,1,0,0,0,0
5.529599999999999,1,0,0,0,0
4.05504,1,0,0,0,0
4.05504,1,0,0,0,0
4.423679999999999,1,0,0,0,0
4.79232,1,0,0,0,0
3.6864,1,0,0,0,0
3.6864,1,0,0,0,0
3.31776,1,0,0,0,0
3.31776,1,0,0,0,0
3.31776,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
3.31776,1,0,0,0,0
2.5804799999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
3.31776,1,0,0,0,0
3.31776,1,0,0,0,0
3.31776,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.9491199999999997,1,0,0,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
4.05504,1,0,1,0,0
4.05504,1,0,1,0,0
4.05504,1,0,1,0,0
3.6864,1,0,1,0,0
2.9491199999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
2.5804799999999997,1,0,1,0,0
38.33856,1,0,1,0,0
245.1456,1,0,1,0,0
216.02304,1,0,1,0,0
178.42175999999998,1,0,1,0,0
163.30751999999995,1,0,1,0,0
157.77792,1,0,1,0,0
156.30335999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.19744,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.19744,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.56608,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
155.56608,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
155.93471999999997,1,0,1,0,0
156.67199999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
155.56608,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,0
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.67199999999997,1,0,1,0,1
158.14655999999997,1,0,1,0,1
158.14655999999997,1,0,1,0,1
157.40927999999997,1,0,1,0,1
157.40927999999997,1,0,1,0,1
157.04063999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
156.67199999999997,1,0,1,0,1
156.30335999999997,1,0,1,0,1
157.04063999999997,1,0,1,0,1
318.8736,1,0,1,0,1
757.5552,1,0,1,0,1
900.9561599999998,1,0,1,0,1
942.24384,1,0,1,0,1
951.0912,1,0,1,0,1
954.04032,1,0,1,0,1
955.1462399999999,1,0,1,0,1
955.5148799999998,1,0,1,0,1
955.1462399999999,1,0,1,0,1
955.1462399999999,1,0,1,0,1
954.7776,1,0,1,0,1
956.9894400000001,1,0,1,0,1
954.7776,1,0,1,0,1
957.35808,1,0,1,0,1
955.5148799999998,1,0,1,0,1
957.35808,1,0,1,0,1
955.88352,1,0,1,0,1
957.72672,1,0,1,0,1
955.88352,1,0,1,0,1
957.72672,1,0,1,0,1
956.2521599999999,1,0,1,0,1
958.0953599999999,1,0,1,0,1
956.9894400000001,1,0,1,0,1
958.83264,1,0,1,0,1
956.6208,1,0,1,0,1
958.83264,1,0,1,0,1
956.2521599999999,1,0,1,0,1
958.4639999999999,1,0,1,0,1
956.6208,1,0,1,0,1
958.83264,1,0,1,0,1
956.9894400000001,1,0,1,0,1
958.83264,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.9894400000001,1,0,1,0,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
956.25216,1,0,1,1,1
957.35808,1,0,1,1,1
957.72672,1,0,1,1,1
957.72672,1,0,1,1,1
956.9894400000001,1,0,1,1,1
956.6208,1,0,1,1,1
956.9894400000001,1,0,1,1,1
956.6208,1,0,1,1,1
957.35808,1,0,1,1,1
956.6208,1,0,1,1,1
956.6208,1,0,1,1,1
1217.98656,1,0,1,1,1
1984.3891199999998,1,0,1,1,1
2131.84512,1,0,1,1,1
2000.6092800000001,1,0,1,1,1
1853.5219200000001,1,0,1,1,1
1753.98912,1,0,1,1,1
1696.1126399999998,1,0,1,1,1
1660.7232,1,0,1,1,1
1642.2912000000001,1,0,1,1,1
1629.7574399999999,1,0,1,1,1
1623.49056,1,0,1,1,1
1616.85504,1,0,1,1,1
1616.11776,1,0,1,1,1
1613.53728,1,0,1,1,1
1612.8000000000002,1,0,1,1,1
1611.6940799999998,1,0,1,1,1
1610.9568,1,0,1,1,1
1609.85088,1,0,1,1,1
1608.00768,1,0,1,1,1
1609.1136000000001,1,0,1,1,1
1606.90176,1,0,1,1,1
1609.1136000000001,1,0,1,1,1
1608.74496,1,0,1,1,1
1608.3763199999999,1,0,1,1,1
1608.3763199999999,1,0,1,1,1
1608.00768,1,0,1,1,1
1607.63904,1,0,1,1,1
1606.90176,1,0,1,1,1
1605.05856,1,0,1,1,1
1606.16448,1,0,1,1,1
1603.584,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1603.21536,1,0,1,1,1
1637.8675199999998,0,0,1,1,1
1637.8675199999998,0,0,1,1,1
1637.8675199999998,0,0,1,1,1
1638.23616,0,0,1,1,1
1637.8675199999998,0,0,1,1,1
1637.8675199999998,0,0,1,1,1
1638.97344,0,0,1,1,1
1638.6048,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.6048,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.6048,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1638.23616,0,0,1,1,1
1637.8675199999998,0,0,1,1,1
1628.65152,0,0,1,1,1
1617.59232,0,0,1,1,1
1610.9568,0,0,1,1,1
1607.2703999999999,0,0,1,1,1
1605.4272,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.21536,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.21536,0,0,1,1,1
1603.21536,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1604.3212800000001,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1588.8384,0,0,1,0,1
1588.8384,0,0,1,0,1
1588.10112,0,0,1,0,1
1588.46976,0,0,1,0,1
1588.10112,0,0,1,0,1
1588.46976,0,0,1,0,1
1590.6816,0,0,1,0,1
1596.2112000000002,0,0,1,0,1
1594.368,0,0,1,0,1
1595.84256,0,0,1,0,1
1594.368,0,0,1,0,1
1595.47392,0,0,1,0,1
1593.9993599999998,0,0,1,0,1
1595.47392,0,0,1,0,1
1593.9993599999998,0,0,1,0,1
1595.47392,0,0,1,0,1
1593.26208,0,0,1,0,1
1595.47392,0,0,1,0,1
1594.368,0,0,1,0,1
1595.47392,0,0,1,0,1
1593.26208,0,0,1,0,1
1581.09696,0,0,1,0,1
1397.8828800000001,0,0,1,0,1
1203.24096,0,0,1,0,1
1087.488,0,0,1,0,1
1025.55648,0,0,1,0,1
992.74752,0,0,1,0,1
975.4214400000001,0,0,1,0,1
966.5740800000001,0,0,1,0,1
961.7817600000001,0,0,1,0,1
959.56992,0,0,1,0,1
958.09536,0,0,1,0,1
957.72672,0,0,1,0,1
957.72672,0,0,1,0,1
957.72672,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
956.9894400000001,0,0,1,0,1
956.6208,0,0,1,0,1
958.09536,0,0,1,0,1
957.72672,0,0,1,0,1
957.72672,0,0,1,0,1
957.72672,0,0,1,0,1
957.35808,0,0,1,0,1
957.72672,0,0,1,0,1
957.35808,0,0,1,0,1
956.6208,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
955.5148800000001,0,1,1,0,1
955.5148800000001,0,1,1,0,1
955.8835200000001,0,1,1,0,1
955.5148800000001,0,1,1,0,1
955.5148800000001,0,1,1,0,1
955.5148800000001,0,1,1,0,1
955.8835200000001,0,1,1,0,1
957.72672,0,1,1,0,1
958.8326400000001,0,1,1,0,1
958.09536,0,1,1,0,1
957.72672,0,1,1,0,1
957.35808,0,1,1,0,1
957.35808,0,1,1,0,1
956.9894400000001,0,1,1,0,1
956.9894400000001,0,1,1,0,1
994.59072,0,1,1,0,1
2041.52832,0,1,1,0,1
2650.5216,0,1,1,0,1
2777.7024,0,1,1,0,1
2801.664,0,1,1,0,1
2796.50304,0,1,1,0,1
2796.1344,0,1,1,0,1
2788.3929599999997,0,1,1,0,1
2789.13024,0,1,1,0,1
2783.6006399999997,0,1,1,0,1
2786.5497600000003,0,1,1,0,1
2780.28288,0,1,1,0,1
2783.96928,0,1,1,0,1
2778.80832,0,1,1,0,1
2782.4947199999997,0,1,1,0,1
2778.07104,0,1,1,0,1
2779.91424,0,1,1,0,1
2775.49056,0,1,1,0,1
2779.17696,0,1,1,0,1
2774.38464,0,1,1,0,1
2777.7024,0,1,1,0,1
2772.54144,0,1,1,0,1
2776.59648,0,1,1,0,1
2772.1728000000003,0,1,1,0,1
2776.22784,0,1,1,0,1
2771.80416,0,1,1,0,1
2776.22784,0,1,1,0,1
2771.80416,0,1,1,0,1
2775.12192,0,1,1,0,1
2770.3296,0,1,1,0,1
2774.75328,0,1,1,0,1
2770.69824,0,1,1,0,1
2774.016,0,1,1,0,1
2768.8550400000004,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2774.38464,0,1,1,0,1
2769.5923199999997,0,0,1,0,1
2769.5923199999997,0,0,1,0,1
2762.9568,0,0,1,0,1
2761.4822400000003,0,0,1,0,1
2760.00768,0,0,1,0,1
2758.53312,0,0,1,0,1
2758.16448,0,0,1,0,1
2762.9568,0,0,1,0,1
2811.24864,0,0,1,0,1
2786.9184,0,0,1,0,1
2772.54144,0,0,1,0,1
2779.17696,0,0,1,0,1
2772.1728000000003,0,0,1,0,1
2780.28288,0,0,1,0,1
2772.1728000000003,0,0,1,0,1
2779.91424,0,0,1,0,1
2772.1728000000003,0,0,1,0,1
2778.07104,0,0,1,0,1
2771.80416,0,0,1,0,1
2736.78336,0,0,1,0,1
2222.8992,0,0,1,0,1
1666.2528000000002,0,0,1,0,1
1331.5276800000001,0,0,1,0,1
1153.8432,0,0,1,0,1
1058.73408,0,0,1,0,1
1009.70496,0,0,1,0,1
983.90016,0,0,1,0,1
970.26048,0,0,1,0,1
963.6249600000001,0,0,1,0,1
959.93856,0,0,1,0,1
958.09536,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
956.9894400000001,0,0,1,0,1
957.35808,0,0,1,0,1
956.9894400000001,0,0,1,0,1
957.35808,0,0,1,0,1
956.9894400000001,0,0,1,0,1
956.9894400000001,0,0,1,0,1
957.35808,0,0,1,0,1
956.6208,0,0,1,0,1
956.25216,0,0,1,0,1
957.35808,0,0,1,0,1
957.72672,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
957.35808,0,0,1,0,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
956.6208,0,0,1,1,1
957.35808,0,0,1,1,1
958.09536,0,0,1,1,1
957.35808,0,0,1,1,1
957.72672,0,0,1,1,1
956.9894400000001,0,0,1,1,1
957.72672,0,0,1,1,1
956.9894400000001,0,0,1,1,1
957.35808,0,0,1,1,1
956.9894400000001,0,0,1,1,1
957.72672,0,0,1,1,1
957.35808,0,0,1,1,1
957.72672,0,0,1,1,1
1313.8329600000002,0,0,1,1,1
2025.6768000000002,0,0,1,1,1
2113.78176,0,0,1,1,1
1975.17312,0,0,1,1,1
1832.87808,0,0,1,1,1
1741.45536,0,0,1,1,1
1688.3712,0,0,1,1,1
1655.93088,0,0,1,1,1
1634.9184,0,0,1,1,1
1624.22784,0,0,1,1,1
1619.0668799999999,0,0,1,1,1
1614.27456,0,0,1,1,1
1611.69408,0,0,1,1,1
1629.02016,0,0,1,1,1
1608.0076800000002,0,0,1,1,1
1605.4272,0,0,1,1,1
1606.16448,0,0,1,1,1
1603.95264,0,0,1,1,1
1603.95264,0,0,1,1,1
1605.05856,0,0,1,1,1
1603.5839999999998,0,0,1,1,1
1604.3212800000001,0,0,1,1,1
1603.2153600000001,0,0,1,1,1
1604.3212800000001,0,0,1,1,1
1602.84672,0,0,1,1,1
1604.3212800000001,0,0,1,1,1
1602.4780799999999,0,0,1,1,1
1603.2153600000001,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.7408,0,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1601.37216,1,0,1,1,1
1602.1094400000002,1,0,1,1,1
1602.4780799999999,1,0,1,1,1
1602.1094400000002,1,0,1,1,1
1602.84672,1,0,1,1,1
1621.64736,1,0,1,1,1
1633.44384,1,0,1,1,1
1637.13024,1,0,1,1,1
1637.86752,1,0,1,1,1
1638.6048,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.6048,1,0,1,1,1
1638.6048,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.6048,1,0,1,1,1
1637.86752,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.23616,1,0,1,1,1
1637.86752,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.23616,1,0,1,1,1
1638.23616,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.86752,1,0,1,1,1
1637.49888,1,0,1,1,1
1638.9734400000002,1,0,1,1,1
1640.0793600000002,1,0,1,1,1
1638.9734400000002,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1637.49888,1,0,1,1,1
1635.2870400000002,1,0,0,1,1
1635.2870400000002,1,0,0,1,1
1635.2870400000002,1,0,0,1,1
1635.2870400000002,1,0,0,1,1
1634.9184,1,0,0,1,1
1635.2870400000002,1,0,0,1,1
1635.2870400000002,1,0,0,1,1
1637.13024,1,0,0,1,1
1636.7616,1,0,0,1,1
1637.49888,1,0,0,1,1
1636.7616,1,0,0,1,1
1637.13024,1,0,0,1,1
1636.7616,1,0,0,1,1
1637.13024,1,0,0,1,1
1636.3929600000001,1,0,0,1,1
1636.3929600000001,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.7616,1,0,0,1,1
1636.3929600000001,1,0,0,1,1
1636.3929600000001,1,0,0,1,1
1636.7616,1,0,0,1,1
1637.13024,1,0,0,1,1
1636.02432,1,0,0,1,1
1601.37216,1,0,0,1,1
1550.49984,1,0,0,1,1
1519.53408,1,0,0,1,1
19915.775999999998,1,0,0,1,1
1493.72928,1,0,0,1,1
1488.93696,1,0,0,1,1
1486.72512,1,0,0,1,1
1485.6192,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.88192,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.5132800000001,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
1484.14464,1,0,0,1,1
